Battles,RollingWin,OverallWin,Epsilon,Speed,AvgReward,TableSize,Opponent
244000,6.50%,5.39%,0.9107,28.111627921330477,-0.8697,7576616,hueristic
245000,6.30%,5.40%,0.9107,26.93824199430338,-0.8741,7594143,hueristic
246000,6.70%,5.41%,0.9069,29.382127574199906,-0.8665,7611616,hueristic
247000,5.40%,5.41%,0.9069,28.897723490526257,-0.8921,7628712,hueristic
248000,5.00%,5.40%,0.9069,29.405931345197725,-0.8999,7646478,hueristic
249000,7.50%,5.41%,0.9069,29.07024365821488,-0.8497,7663668,hueristic
250000,6.90%,5.42%,0.9069,28.856016491037742,-0.8618,7681091,hueristic
251000,5.20%,5.42%,0.9069,28.47120558073382,-0.8963,7698240,hueristic
252000,5.90%,5.42%,0.9069,28.689571886488753,-0.8822,7715930,hueristic
253000,5.80%,5.42%,0.9069,27.951322800771187,-0.8835,7733439,hueristic
254000,6.30%,5.42%,0.9069,28.095517711618168,-0.8747,7750679,hueristic
255000,8.40%,5.43%,0.9035,29.425530744185156,-0.8326,7767287,hueristic
256000,6.90%,5.44%,0.9035,30.076036806614745,-0.8618,7784511,hueristic
257000,5.40%,5.44%,0.9035,29.644635561655264,-0.8922,7801243,hueristic
258000,5.90%,5.44%,0.9035,29.00806458248697,-0.8817,7818633,hueristic
259000,6.70%,5.44%,0.9035,28.619325064583656,-0.8661,7835762,hueristic
260000,6.60%,5.45%,0.9035,27.10425020857742,-0.8681,7852752,hueristic
261000,6.40%,5.45%,0.9035,27.201493856541138,-0.8718,7869472,hueristic
262000,6.50%,5.46%,0.9035,25.865117613405555,-0.8703,7886256,hueristic
263000,6.90%,5.46%,0.9035,25.977672077020433,-0.8617,7903036,hueristic
264000,6.20%,5.46%,0.9035,24.902802675039972,-0.8760,7920048,hueristic
265000,4.80%,5.46%,0.8997,28.474618781070234,-0.9046,7936535,hueristic
266000,6.20%,5.46%,0.8997,28.137546430295135,-0.8760,7953372,hueristic
267000,5.90%,5.46%,0.8997,28.32239962066671,-0.8821,7970023,hueristic
268000,7.40%,5.47%,0.8997,27.578920345903494,-0.8518,7986718,hueristic
269000,7.50%,5.48%,0.8997,27.198029697055663,-0.8499,8003643,hueristic
270000,5.40%,5.48%,0.8997,26.692190685952763,-0.8920,8020034,hueristic
271000,6.60%,5.48%,0.8997,26.846322154022456,-0.8679,8035854,hueristic
272000,6.60%,5.48%,0.8997,25.515688725748515,-0.8681,8053082,hueristic
273000,6.50%,5.49%,0.8997,25.82539489242088,-0.8701,8069189,hueristic
274000,6.10%,5.49%,0.8997,24.788662565549483,-0.8782,8085203,hueristic
275000,7.50%,5.50%,0.8959,28.865512195015196,-0.8506,8101607,hueristic
276000,7.40%,5.50%,0.8959,28.988157385218308,-0.8520,8118397,hueristic
277000,6.90%,5.51%,0.8959,29.282476611392003,-0.8620,8134504,hueristic
278000,6.50%,5.51%,0.8959,29.079155796853687,-0.8701,8150334,hueristic
279000,6.00%,5.51%,0.8959,28.81096989900355,-0.8797,8167067,hueristic
280000,6.30%,5.52%,0.8959,28.382304867715153,-0.8741,8182984,hueristic
281000,6.90%,5.52%,0.8959,28.421842433760123,-0.8620,8199064,hueristic
282000,6.20%,5.52%,0.8959,27.62855500393289,-0.8759,8215346,hueristic
283000,6.20%,5.53%,0.8959,27.856837987708694,-0.8760,8230257,hueristic
284000,6.80%,5.53%,0.8959,26.561822142579654,-0.8640,8246453,hueristic
285000,6.70%,5.53%,0.8921,27.84353479188848,-0.8665,8261697,hueristic
286000,7.30%,5.54%,0.8921,27.491062340894267,-0.8540,8276972,hueristic
287000,6.50%,5.54%,0.8921,27.261119476871947,-0.8699,8292643,hueristic
288000,5.60%,5.54%,0.8921,26.902599949111973,-0.8880,8308280,hueristic
289000,6.00%,5.55%,0.8921,26.780033917308714,-0.8802,8323523,hueristic
290000,6.80%,5.55%,0.8921,27.135848853675217,-0.8638,8338836,hueristic
291000,6.60%,5.55%,0.8921,26.250076150370017,-0.8681,8354240,hueristic
292000,7.40%,5.56%,0.8921,24.6952056629315,-0.8521,8369582,hueristic
293000,6.70%,5.56%,0.8921,24.643791444288716,-0.8659,8385101,hueristic
294000,6.40%,5.57%,0.8921,23.82707738815972,-0.8718,8400669,hueristic
295000,6.30%,5.57%,0.8883,26.8797102933568,-0.8747,8415734,hueristic
296000,6.00%,5.57%,0.8883,25.41641195413012,-0.8796,8431348,hueristic
297000,6.40%,5.58%,0.8883,25.17202120058746,-0.8722,8446851,hueristic
298000,5.60%,5.58%,0.8883,25.102224113856177,-0.8881,8461912,hueristic
299000,6.10%,5.58%,0.8883,24.958932202831114,-0.8777,8477438,hueristic
300000,8.20%,5.59%,0.8883,24.273940161504452,-0.8353,8492119,hueristic
301000,7.50%,5.59%,0.8883,24.282936509245054,-0.8507,8507129,hueristic
302000,6.30%,5.60%,0.8883,23.57845293315755,-0.8742,8522209,hueristic
303000,5.90%,5.60%,0.8883,23.6532385339775,-0.8817,8537025,hueristic
304000,7.70%,5.60%,0.8883,22.569016888314714,-0.8462,8552851,hueristic
305000,7.60%,5.61%,0.8845,26.351146474821775,-0.8485,8567707,hueristic
306000,7.30%,5.61%,0.8845,27.23284102319107,-0.8538,8582942,hueristic
307000,6.00%,5.61%,0.8845,27.52198817835835,-0.8803,8598022,hueristic
308000,6.20%,5.62%,0.8845,25.47102939991053,-0.8759,8613837,hueristic
309000,7.20%,5.62%,0.8845,25.086091840755543,-0.8562,8628701,hueristic
310000,5.60%,5.62%,0.8845,24.48585370357656,-0.8876,8643374,hueristic
311000,7.60%,5.63%,0.8845,24.522865280081586,-0.8483,8658503,hueristic
312000,7.50%,5.63%,0.8845,23.768821061521887,-0.8499,8673985,hueristic
313000,4.70%,5.63%,0.8845,23.726657699370044,-0.9063,8688950,hueristic
314000,7.40%,5.64%,0.8845,22.71494042378787,-0.8517,8703477,hueristic
315000,6.30%,5.64%,0.8807,25.412259488034252,-0.8741,8718867,hueristic
316000,5.80%,5.64%,0.8807,25.587419076463306,-0.8844,8734024,hueristic
317000,7.10%,5.65%,0.8807,25.67892979545368,-0.8581,8749687,hueristic
318000,7.40%,5.65%,0.8807,25.59767962439965,-0.8521,8764182,hueristic
319000,6.70%,5.66%,0.8807,25.494299798991346,-0.8662,8779131,hueristic
320000,7.90%,5.66%,0.8807,25.353890156550285,-0.8417,8793453,hueristic
321000,5.70%,5.66%,0.8807,25.574506551041132,-0.8864,8808143,hueristic
322000,7.00%,5.67%,0.8807,24.57364671336167,-0.8594,8823797,hueristic
323000,7.50%,5.67%,0.8807,24.59092525075268,-0.8505,8838558,hueristic
324000,7.80%,5.68%,0.8807,23.40578774227135,-0.8436,8853936,hueristic
325000,7.40%,5.69%,0.8769,26.39771696563911,-0.8525,8868266,hueristic
326000,8.70%,5.69%,0.8769,26.237557103915183,-0.8259,8883540,hueristic
327000,6.10%,5.70%,0.8769,25.824417455672307,-0.8782,8898776,hueristic
328000,6.60%,5.70%,0.8769,25.02722512930303,-0.8675,8913915,hueristic
329000,6.20%,5.70%,0.8769,24.49506714039348,-0.8765,8928600,hueristic
330000,8.80%,5.71%,0.8769,23.913914823627163,-0.8240,8943129,hueristic
